global_row_id,year,row_in_year,global_position,block_id,block_size_records,operating_stratum,density_stratum,is_feature_extreme_anchor,partition,is_support_promoted_anchor,is_external_support_promoted_anchor,is_fold_support_promoted_anchor,promoted_by_knn,promoted_by_marginal_gate,cv_role,cv_fold,knn_k_distance,knn_distance_reference,test_marginal_in_dev_range,test_multivariate_in_dev_support,exact_x_duplicate_count,has_exact_x_duplicate
2011_000023,2011,23,23,Y2011_B0000,168,Y2011_TEY_Q2,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.516550649942,DEV_LEAVE_ONE_OUT,,,1,False
2011_000024,2011,24,24,Y2011_B0000,168,Y2011_TEY_Q1,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.649613849337,DEV_LEAVE_ONE_OUT,,,1,False
2011_000025,2011,25,25,Y2011_B0000,168,Y2011_TEY_Q2,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.440683996604,DEV_LEAVE_ONE_OUT,,,1,False
2011_000026,2011,26,26,Y2011_B0000,168,Y2011_TEY_Q1,D4,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.792853769502,DEV_LEAVE_ONE_OUT,,,1,False
2011_000027,2011,27,27,Y2011_B0000,168,Y2011_TEY_Q1,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.517123094717,DEV_LEAVE_ONE_OUT,,,1,False
2011_000028,2011,28,28,Y2011_B0000,168,Y2011_TEY_Q2,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.415250408735,DEV_LEAVE_ONE_OUT,,,1,False
2011_000029,2011,29,29,Y2011_B0000,168,Y2011_TEY_Q2,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.404858484745,DEV_LEAVE_ONE_OUT,,,1,False
2011_000030,2011,30,30,Y2011_B0000,168,Y2011_TEY_Q2,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.42069079582,DEV_LEAVE_ONE_OUT,,,1,False
2011_000031,2011,31,31,Y2011_B0000,168,Y2011_TEY_Q2,D1,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.362419909599,DEV_LEAVE_ONE_OUT,,,1,False
2011_000032,2011,32,32,Y2011_B0000,168,Y2011_TEY_Q2,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.489079401372,DEV_LEAVE_ONE_OUT,,,1,False
2011_000033,2011,33,33,Y2011_B0000,168,Y2011_TEY_Q2,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.529678717005,DEV_LEAVE_ONE_OUT,,,1,False
2011_000034,2011,34,34,Y2011_B0000,168,Y2011_TEY_Q2,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.564196802956,DEV_LEAVE_ONE_OUT,,,1,False
2011_000035,2011,35,35,Y2011_B0000,168,Y2011_TEY_Q1,D4,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.810595488531,DEV_LEAVE_ONE_OUT,,,1,False
2011_000036,2011,36,36,Y2011_B0000,168,Y2011_TEY_Q1,D4,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.705562649336,DEV_LEAVE_ONE_OUT,,,1,False
2011_000037,2011,37,37,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.572414245441,DEV_LEAVE_ONE_OUT,,,1,False
2011_000038,2011,38,38,Y2011_B0000,168,Y2011_TEY_Q4,D4,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.67464670776,DEV_LEAVE_ONE_OUT,,,1,False
2011_000039,2011,39,39,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.633941535669,DEV_LEAVE_ONE_OUT,,,1,False
2011_000040,2011,40,40,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.558406559527,DEV_LEAVE_ONE_OUT,,,1,False
2011_000041,2011,41,41,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.553827142745,DEV_LEAVE_ONE_OUT,,,1,False
2011_000042,2011,42,42,Y2011_B0000,168,Y2011_TEY_Q3,D4,False,DEV,False,False,False,False,False,VALIDATABLE,1,1.13788180163,DEV_LEAVE_ONE_OUT,,,1,False
2011_000043,2011,43,43,Y2011_B0000,168,Y2011_TEY_Q2,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.572826365505,DEV_LEAVE_ONE_OUT,,,1,False
2011_000044,2011,44,44,Y2011_B0000,168,Y2011_TEY_Q2,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.530024417567,DEV_LEAVE_ONE_OUT,,,1,False
2011_000045,2011,45,45,Y2011_B0000,168,Y2011_TEY_Q3,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.467249871714,DEV_LEAVE_ONE_OUT,,,1,False
2011_000046,2011,46,46,Y2011_B0000,168,Y2011_TEY_Q2,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.461016834018,DEV_LEAVE_ONE_OUT,,,1,False
2011_000047,2011,47,47,Y2011_B0000,168,Y2011_TEY_Q2,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.574338816842,DEV_LEAVE_ONE_OUT,,,1,False
2011_000048,2011,48,48,Y2011_B0000,168,Y2011_TEY_Q2,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.563919893133,DEV_LEAVE_ONE_OUT,,,1,False
2011_000049,2011,49,49,Y2011_B0000,168,Y2011_TEY_Q2,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.512055423616,DEV_LEAVE_ONE_OUT,,,1,False
2011_000050,2011,50,50,Y2011_B0000,168,Y2011_TEY_Q2,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.519604508652,DEV_LEAVE_ONE_OUT,,,1,False
2011_000051,2011,51,51,Y2011_B0000,168,Y2011_TEY_Q3,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.517754181121,DEV_LEAVE_ONE_OUT,,,1,False
2011_000052,2011,52,52,Y2011_B0000,168,Y2011_TEY_Q3,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.477561860347,DEV_LEAVE_ONE_OUT,,,1,False
2011_000053,2011,53,53,Y2011_B0000,168,Y2011_TEY_Q4,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.447318980614,DEV_LEAVE_ONE_OUT,,,1,False
2011_000054,2011,54,54,Y2011_B0000,168,Y2011_TEY_Q4,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.487160099952,DEV_LEAVE_ONE_OUT,,,1,False
2011_000055,2011,55,55,Y2011_B0000,168,Y2011_TEY_Q4,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.452683587816,DEV_LEAVE_ONE_OUT,,,1,False
2011_000056,2011,56,56,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.558277731036,DEV_LEAVE_ONE_OUT,,,1,False
2011_000057,2011,57,57,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.506413607554,DEV_LEAVE_ONE_OUT,,,1,False
2011_000058,2011,58,58,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.55205769986,DEV_LEAVE_ONE_OUT,,,1,False
2011_000059,2011,59,59,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.56460252654,DEV_LEAVE_ONE_OUT,,,1,False
2011_000060,2011,60,60,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.60346344595,DEV_LEAVE_ONE_OUT,,,1,False
2011_000061,2011,61,61,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.680698242557,DEV_LEAVE_ONE_OUT,,,1,False
2011_000062,2011,62,62,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.646912501991,DEV_LEAVE_ONE_OUT,,,1,False
2011_000063,2011,63,63,Y2011_B0000,168,Y2011_TEY_Q4,D4,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.777698089801,DEV_LEAVE_ONE_OUT,,,1,False
2011_000064,2011,64,64,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.71916148304,DEV_LEAVE_ONE_OUT,,,1,False
2011_000065,2011,65,65,Y2011_B0000,168,Y2011_TEY_Q3,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.516186621286,DEV_LEAVE_ONE_OUT,,,1,False
2011_000066,2011,66,66,Y2011_B0000,168,Y2011_TEY_Q2,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.532491615715,DEV_LEAVE_ONE_OUT,,,1,False
2011_000067,2011,67,67,Y2011_B0000,168,Y2011_TEY_Q2,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.423846337145,DEV_LEAVE_ONE_OUT,,,1,False
2011_000068,2011,68,68,Y2011_B0000,168,Y2011_TEY_Q2,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.405850611594,DEV_LEAVE_ONE_OUT,,,1,False
2011_000069,2011,69,69,Y2011_B0000,168,Y2011_TEY_Q2,D1,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.362080554302,DEV_LEAVE_ONE_OUT,,,1,False
2011_000070,2011,70,70,Y2011_B0000,168,Y2011_TEY_Q2,D1,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.333237177305,DEV_LEAVE_ONE_OUT,,,1,False
2011_000071,2011,71,71,Y2011_B0000,168,Y2011_TEY_Q2,D1,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.378642818723,DEV_LEAVE_ONE_OUT,,,1,False
2011_000072,2011,72,72,Y2011_B0000,168,Y2011_TEY_Q2,D1,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.386045709884,DEV_LEAVE_ONE_OUT,,,1,False
2011_000073,2011,73,73,Y2011_B0000,168,Y2011_TEY_Q2,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.392610133975,DEV_LEAVE_ONE_OUT,,,1,False
2011_000074,2011,74,74,Y2011_B0000,168,Y2011_TEY_Q3,D4,False,DEV,False,False,False,False,False,VALIDATABLE,1,1.02609126123,DEV_LEAVE_ONE_OUT,,,1,False
2011_000075,2011,75,75,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.699376331375,DEV_LEAVE_ONE_OUT,,,1,False
2011_000076,2011,76,76,Y2011_B0000,168,Y2011_TEY_Q4,D4,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.727640856752,DEV_LEAVE_ONE_OUT,,,1,False
2011_000077,2011,77,77,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.684139616425,DEV_LEAVE_ONE_OUT,,,1,False
2011_000078,2011,78,78,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.662020759293,DEV_LEAVE_ONE_OUT,,,1,False
2011_000079,2011,79,79,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.646474955812,DEV_LEAVE_ONE_OUT,,,1,False
2011_000080,2011,80,80,Y2011_B0000,168,Y2011_TEY_Q3,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.455080790392,DEV_LEAVE_ONE_OUT,,,1,False
2011_000081,2011,81,81,Y2011_B0000,168,Y2011_TEY_Q3,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.480501521486,DEV_LEAVE_ONE_OUT,,,1,False
2011_000082,2011,82,82,Y2011_B0000,168,Y2011_TEY_Q2,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.485240127794,DEV_LEAVE_ONE_OUT,,,1,False
2011_000083,2011,83,83,Y2011_B0000,168,Y2011_TEY_Q4,D4,False,DEV,False,False,False,False,False,VALIDATABLE,1,1.10997656722,DEV_LEAVE_ONE_OUT,,,1,False
2011_000084,2011,84,84,Y2011_B0000,168,Y2011_TEY_Q3,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.539865709578,DEV_LEAVE_ONE_OUT,,,1,False
2011_000085,2011,85,85,Y2011_B0000,168,Y2011_TEY_Q2,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.453670629223,DEV_LEAVE_ONE_OUT,,,1,False
2011_000086,2011,86,86,Y2011_B0000,168,Y2011_TEY_Q3,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.45985176005,DEV_LEAVE_ONE_OUT,,,1,False
2011_000087,2011,87,87,Y2011_B0000,168,Y2011_TEY_Q3,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.443506573069,DEV_LEAVE_ONE_OUT,,,1,False
2011_000088,2011,88,88,Y2011_B0000,168,Y2011_TEY_Q2,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.435823807987,DEV_LEAVE_ONE_OUT,,,1,False
2011_000089,2011,89,89,Y2011_B0000,168,Y2011_TEY_Q2,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.463648895289,DEV_LEAVE_ONE_OUT,,,1,False
2011_000090,2011,90,90,Y2011_B0000,168,Y2011_TEY_Q2,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.477906532031,DEV_LEAVE_ONE_OUT,,,1,False
2011_000091,2011,91,91,Y2011_B0000,168,Y2011_TEY_Q2,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.489629730156,DEV_LEAVE_ONE_OUT,,,1,False
2011_000092,2011,92,92,Y2011_B0000,168,Y2011_TEY_Q2,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.447444064139,DEV_LEAVE_ONE_OUT,,,1,False
2011_000093,2011,93,93,Y2011_B0000,168,Y2011_TEY_Q4,D4,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.863954667181,DEV_LEAVE_ONE_OUT,,,1,False
2011_000094,2011,94,94,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.554186579029,DEV_LEAVE_ONE_OUT,,,1,False
2011_000095,2011,95,95,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.513007840804,DEV_LEAVE_ONE_OUT,,,1,False
2011_000096,2011,96,96,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.561644970953,DEV_LEAVE_ONE_OUT,,,1,False
2011_000097,2011,97,97,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.53477267308,DEV_LEAVE_ONE_OUT,,,1,False
2011_000098,2011,98,98,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.543170597633,DEV_LEAVE_ONE_OUT,,,1,False
2011_000099,2011,99,99,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.542386336204,DEV_LEAVE_ONE_OUT,,,1,False
2011_000100,2011,100,100,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.565923038636,DEV_LEAVE_ONE_OUT,,,1,False
2011_000101,2011,101,101,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.581304613847,DEV_LEAVE_ONE_OUT,,,1,False
2011_000102,2011,102,102,Y2011_B0000,168,Y2011_TEY_Q3,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.463728291911,DEV_LEAVE_ONE_OUT,,,1,False
2011_000103,2011,103,103,Y2011_B0000,168,Y2011_TEY_Q2,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.435713256588,DEV_LEAVE_ONE_OUT,,,1,False
2011_000104,2011,104,104,Y2011_B0000,168,Y2011_TEY_Q3,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.463728291911,DEV_LEAVE_ONE_OUT,,,1,False
2011_000105,2011,105,105,Y2011_B0000,168,Y2011_TEY_Q3,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.441335335395,DEV_LEAVE_ONE_OUT,,,1,False
2011_000106,2011,106,106,Y2011_B0000,168,Y2011_TEY_Q2,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.534789608476,DEV_LEAVE_ONE_OUT,,,1,False
2011_000107,2011,107,107,Y2011_B0000,168,Y2011_TEY_Q2,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.536290495581,DEV_LEAVE_ONE_OUT,,,1,False
2011_000108,2011,108,108,Y2011_B0000,168,Y2011_TEY_Q3,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.43345813115,DEV_LEAVE_ONE_OUT,,,1,False
2011_000109,2011,109,109,Y2011_B0000,168,Y2011_TEY_Q2,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.466624397508,DEV_LEAVE_ONE_OUT,,,1,False
2011_000110,2011,110,110,Y2011_B0000,168,Y2011_TEY_Q2,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.486527483599,DEV_LEAVE_ONE_OUT,,,1,False
2011_000111,2011,111,111,Y2011_B0000,168,Y2011_TEY_Q2,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.512854605216,DEV_LEAVE_ONE_OUT,,,1,False
2011_000112,2011,112,112,Y2011_B0000,168,Y2011_TEY_Q3,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.513535684063,DEV_LEAVE_ONE_OUT,,,1,False
2011_000113,2011,113,113,Y2011_B0000,168,Y2011_TEY_Q4,D4,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.684651267665,DEV_LEAVE_ONE_OUT,,,1,False
2011_000114,2011,114,114,Y2011_B0000,168,Y2011_TEY_Q4,D4,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.679144966311,DEV_LEAVE_ONE_OUT,,,1,False
2011_000115,2011,115,115,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.627146977745,DEV_LEAVE_ONE_OUT,,,1,False
2011_000116,2011,116,116,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.626875667305,DEV_LEAVE_ONE_OUT,,,1,False
2011_000117,2011,117,117,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.619605938122,DEV_LEAVE_ONE_OUT,,,1,False
2011_000118,2011,118,118,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.560918973615,DEV_LEAVE_ONE_OUT,,,1,False
2011_000119,2011,119,119,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.57219936186,DEV_LEAVE_ONE_OUT,,,1,False
2011_000120,2011,120,120,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.64199356089,DEV_LEAVE_ONE_OUT,,,1,False
2011_000121,2011,121,121,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.646289295443,DEV_LEAVE_ONE_OUT,,,1,False
2011_000122,2011,122,122,Y2011_B0000,168,Y2011_TEY_Q4,D4,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.696387558789,DEV_LEAVE_ONE_OUT,,,1,False
2011_000123,2011,123,123,Y2011_B0000,168,Y2011_TEY_Q4,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.565341122573,DEV_LEAVE_ONE_OUT,,,1,False
2011_000124,2011,124,124,Y2011_B0000,168,Y2011_TEY_Q4,D4,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.687024325577,DEV_LEAVE_ONE_OUT,,,1,False
2011_000125,2011,125,125,Y2011_B0000,168,Y2011_TEY_Q4,D4,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.687581058116,DEV_LEAVE_ONE_OUT,,,1,False
2011_000126,2011,126,126,Y2011_B0000,168,Y2011_TEY_Q3,D1,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.358548056731,DEV_LEAVE_ONE_OUT,,,1,False
2011_000127,2011,127,127,Y2011_B0000,168,Y2011_TEY_Q2,D1,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.328791943266,DEV_LEAVE_ONE_OUT,,,1,False
2011_000128,2011,128,128,Y2011_B0000,168,Y2011_TEY_Q1,D3,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.604072373869,DEV_LEAVE_ONE_OUT,,,1,False
2011_000129,2011,129,129,Y2011_B0000,168,Y2011_TEY_Q2,D2,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.463509104476,DEV_LEAVE_ONE_OUT,,,1,False
2011_000130,2011,130,130,Y2011_B0000,168,Y2011_TEY_Q3,D1,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.31293130606,DEV_LEAVE_ONE_OUT,,,1,False
2011_000131,2011,131,131,Y2011_B0000,168,Y2011_TEY_Q3,D1,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.332799613268,DEV_LEAVE_ONE_OUT,,,1,False
2011_000132,2011,132,132,Y2011_B0000,168,Y2011_TEY_Q2,D1,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.307514881054,DEV_LEAVE_ONE_OUT,,,1,False
2011_000133,2011,133,133,Y2011_B0000,168,Y2011_TEY_Q2,D1,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.35349386129,DEV_LEAVE_ONE_OUT,,,1,False
2011_000134,2011,134,134,Y2011_B0000,168,Y2011_TEY_Q3,D4,False,DEV,False,False,False,False,False,VALIDATABLE,1,1.20192348325,DEV_LEAVE_ONE_OUT,,,1,False
2011_000135,2011,135,135,Y2011_B0000,168,Y2011_TEY_Q4,D4,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.805254849312,DEV_LEAVE_ONE_OUT,,,1,False
2011_000136,2011,136,136,Y2011_B0000,168,Y2011_TEY_Q4,D4,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.796220465494,DEV_LEAVE_ONE_OUT,,,1,False
2011_000137,2011,137,137,Y2011_B0000,168,Y2011_TEY_Q4,D4,False,DEV,False,False,False,False,False,VALIDATABLE,1,0.844819805149,DEV_LEAVE_ONE_OUT,,,1,False
