relative_path,size_bytes,sha256
configs/TT_ARCHITECTURE_CONTRACT_NOX_TT_R1F_STD.json,3351,7eb393c1a623b5f3d5c2cf0b022d2c42c63069326847eed8fb142f07ad08342a
figures/FINAL-01_training_history.png,82680,ed5a874e6550df734117053eba3dffd4a217cd9ac2b2a76824293e6c40e08688
figures/FINAL-01_training_history.svg,41119,5b43f62ae01d202a86900ee6374044d56fead80e586a4ba9c91fdacfb6a88010
figures/FINAL-02_dev_parity.png,581164,05f705781ee6da5c6d54823289b5b80fd4dce5ab8faa53f72ad2d6aa16cd610b
figures/FINAL-02_dev_parity.svg,4447448,fe1fccedaf5bd69409c8600fa9da16dc7db02a49b689503b694651c5086457b2
figures/FINAL-03_test_parity.png,384582,96fb1b0765467e5061215ff9bdc54d05e3e71c1b3625d739ee6e3a022c6c852e
figures/FINAL-03_test_parity.svg,1054736,2afc496d0812c0df6e2196c2169b197f8ed2b89bde328e34e1de184ef3a85613
figures/FINAL-04_test_residual_vs_predicted.png,298345,145c41c40634ea9762c3f0106fcbfc9173e47276f96760ddba3758f41c9b9882
figures/FINAL-04_test_residual_vs_predicted.svg,1070098,5dcb6bea74912347ca6f7f296dcb8fdb7aadba6a6c44e24fa802ad475a470754
figures/FINAL-05_test_residual_distribution.png,46889,eb253d19f8a36006ec8772d29b6dd2a95d98568aaa05365ffe93213cc1892d2a
figures/FINAL-05_test_residual_distribution.svg,43569,1d2a7e530f6e347a30f1ed71b8fbebd50c7aed1b732c71491264d817ffd3bbef
figures/FINAL-06_physical_gradient_distribution.png,56286,4298d21a3f61aa97484adb33e46c7a94b657c4e941c2336957e822b5e1a0f894
figures/FINAL-06_physical_gradient_distribution.svg,52254,ac86bc057aed03829fa261c00fc5fdc5329cf09b5c089d725b25b61386fbe105
figures/FINAL-07_physical_PDP_TIT.png,96665,ebdc5609d5d9e46c084ca424c97b46269a00e20641fd7b4e13fc64c00a645f5f
figures/FINAL-07_physical_PDP_TIT.svg,56483,b25fbacb354b063f615f59f9524fb7ea386bee373df32f61e3991138e0ec0c79
figures/FINAL-08_computational_profile.png,164290,0e23f83bb0da147e21c867d5e33ff837d288ffc9cfd76b4193c1096aeba7cdf1
figures/FINAL-08_computational_profile.svg,82984,bb64455ee23195688b4e8791b9fa46819a21ca2a33bde43b554ca78a5a70e013
figures/FINAL-09_combined_parity_dev_test.png,741551,ce3360a4ccddca650563b2747cbc082397b793a2080a2a229f152518485631b5
figures/FINAL-09_combined_parity_dev_test.svg,5542433,cce57c8f5e3e8df8ab6e1b560135778a93d60e6fb29855b0f1f6bb3bb12ed181
figures/FINAL-10_dev_operational_series.png,293872,3bd556200169be6c244fe0e7d5791108f480249c871b11da603352e1f7f5dbd4
figures/FINAL-10_dev_operational_series.svg,53635,1513efddd8b70e69b2bdce1fb28a93b7113c4a96f196299fb6d5fa66947463ec
figures/FINAL-11_test_operational_series.png,277896,53277c37fd833c8b2eceff8d00286c83f0a5271e9759b458a588918dd1036254
figures/FINAL-11_test_operational_series.svg,54204,1936b4579f463cb3a860046a7289d968fab892c323a2fd7706cf1b1291f03693
figures/FINAL-12_test_residual_vs_CDP.png,344123,eb653e35435e0c151fd3995cb10ee5cbd282b25c88dfd891c4ecc4633a19df18
figures/FINAL-12_test_residual_vs_CDP.svg,1066929,b459ecdd8a239d09b52daf0b5fa07fc77d7a235b999c84f3447a9582cc08b1de
figures/FINAL-13_test_residual_diagnostics.png,304547,408303e4a34839efcc95ac169e844cc9484f3508c00c476176eed7e1291e62c6
figures/FINAL-13_test_residual_diagnostics.svg,1091559,fb9136af7087db9e090c3903e0bc4b0ccdc7bd28ae1d41b22fc810c6d052b2a0
figures/SUPPLEMENTAL-01_dense_vs_tt_parity_NOX_TT_R1F_STD.png,289177,eff27e1249aa0e8881f03dde3c97eb6ceca3fa645f146c8fd7535b72ee0609e7
figures/SUPPLEMENTAL-01_dense_vs_tt_parity_NOX_TT_R1F_STD.svg,184619,0838aa466a92a44d9a88846de0a0d312f81102b95e20a564ee5bf13ea2804ec5
figures/SUPPLEMENTAL-02_paired_absolute_error_NOX_TT_R1F_STD.png,171562,f7a77934094f39355a5c20330f2e253ff6974a20637946fa4629b695288f50f8
figures/SUPPLEMENTAL-02_paired_absolute_error_NOX_TT_R1F_STD.svg,119364,dbe1eebe63ba99deaac6ce6dd9bd70cc80f581487274b78cb8858eac0d6ea70a
model/tt_final_model_seed_84.pt,74829,e4724801a279d0f06184dcb952f3f8b65026ace8a028b6e0ab46b27ebf996ca1
reports/TECHNICAL_REPORT_NOX_TT_R1F_STD.md,3017,bf348f6268e8a8603cd00cbf05a70b4394d7cfac60e5a215e7944ad39e70dace
tables/DENSE_VS_TT_COMPARISON_NOX_TT_R1F_STD.csv,373,caffc919793909fd34501746be4dbda33abd838cce670dfb26fbc0bd2cec06f2
tables/DEV_PREDICTIONS_NOX_TT_R1F_STD.csv,2067482,d436d749198fc83768de4819656345789f649ad7e67cf2770610c106dcd70a61
tables/FINAL_METRICS_NOX_TT_R1F_STD.csv,596,0ab61138bdd909d02e6f383dc87e13fe481bc8a9b7a2a08a3b442518170acb27
tables/FINAL_TRAINING_SUMMARY_NOX_TT_R1F_STD.csv,505,6cbf7e0887be5a8969f7da11594a55c53c8376c571db1fe8736089e1943472a1
tables/NON_INFERIORITY_AUDIT_NOX_TT_R1F_STD.csv,251,70365701c1d1fff8247a2118a5c9fb808febe75ff1822fe83fbf42f63775b47a
tables/PAIRED_TEST_PREDICTIONS_NOX_TT_R1F_STD.csv,697824,59c66627d3f17869d5459364b5f1a1bfaedd8f706a7d2ab8616f51da4251173f
tables/PHYSICAL_PDP_TIT_NOX_TT_R1F_STD.csv,8622,6fb42f938f9c68926617ce9547438daf44f5630923aaee5461fe8cbaad9bd8be
tables/PHYSICS_AUDIT_NOX_TT_R1F_STD.csv,708,798bea74f4992a7bb6f2738d68655b2673c3178eea40beaa805372918b02f0cd
tables/RESOURCE_PROFILE_NOX_TT_R1F_STD.csv,433,78367cf4ebbf2da4aa08d27214427a7f01fa7b5525bf87208ac2f39d7e5882ba
tables/TEST_PREDICTIONS_NOX_TT_R1F_STD.csv,573830,bdd91445618a836527aadcd9b32d967562c60c37703970927b2aa21ed90ef9ea
tables/TRAINING_HISTORY_NOX_TT_R1F_STD.csv,9093,51cc3739fe314216f67b5f05c86aceba446031ccc03bb7d295247c3d216067fe
tables/TT_RANK_STORAGE_BUDGET_NOX_TT_R1F_STD.csv,4794,5fbb5bb8b4ce8fc518d8dc6e471b1d2478460ce4de53c2ec7b9d81d60fc62f77
