global_row_id,year,row_in_year,global_position,WF01_role,WF02_role,WF03_role,WF04_role
2011_000062,2011,62,62,TRAIN,TRAIN,TRAIN,TRAIN
2011_000063,2011,63,63,TRAIN,TRAIN,TRAIN,TRAIN
2011_000064,2011,64,64,TRAIN,TRAIN,TRAIN,TRAIN
2011_000065,2011,65,65,TRAIN,TRAIN,TRAIN,TRAIN
2011_000066,2011,66,66,TRAIN,TRAIN,TRAIN,TRAIN
2011_000067,2011,67,67,TRAIN,TRAIN,TRAIN,TRAIN
2011_000068,2011,68,68,TRAIN,TRAIN,TRAIN,TRAIN
2011_000069,2011,69,69,TRAIN,TRAIN,TRAIN,TRAIN
2011_000070,2011,70,70,TRAIN,TRAIN,TRAIN,TRAIN
2011_000071,2011,71,71,TRAIN,TRAIN,TRAIN,TRAIN
2011_000072,2011,72,72,TRAIN,TRAIN,TRAIN,TRAIN
2011_000073,2011,73,73,TRAIN,TRAIN,TRAIN,TRAIN
2011_000074,2011,74,74,TRAIN,TRAIN,TRAIN,TRAIN
2011_000075,2011,75,75,TRAIN,TRAIN,TRAIN,TRAIN
2011_000076,2011,76,76,TRAIN,TRAIN,TRAIN,TRAIN
2011_000077,2011,77,77,TRAIN,TRAIN,TRAIN,TRAIN
2011_000078,2011,78,78,TRAIN,TRAIN,TRAIN,TRAIN
2011_000079,2011,79,79,TRAIN,TRAIN,TRAIN,TRAIN
2011_000080,2011,80,80,TRAIN,TRAIN,TRAIN,TRAIN
2011_000081,2011,81,81,TRAIN,TRAIN,TRAIN,TRAIN
2011_000082,2011,82,82,TRAIN,TRAIN,TRAIN,TRAIN
2011_000083,2011,83,83,TRAIN,TRAIN,TRAIN,TRAIN
2011_000084,2011,84,84,TRAIN,TRAIN,TRAIN,TRAIN
2011_000085,2011,85,85,TRAIN,TRAIN,TRAIN,TRAIN
2011_000086,2011,86,86,TRAIN,TRAIN,TRAIN,TRAIN
2011_000087,2011,87,87,TRAIN,TRAIN,TRAIN,TRAIN
2011_000088,2011,88,88,TRAIN,TRAIN,TRAIN,TRAIN
2011_000089,2011,89,89,TRAIN,TRAIN,TRAIN,TRAIN
2011_000090,2011,90,90,TRAIN,TRAIN,TRAIN,TRAIN
2011_000091,2011,91,91,TRAIN,TRAIN,TRAIN,TRAIN
2011_000092,2011,92,92,TRAIN,TRAIN,TRAIN,TRAIN
2011_000093,2011,93,93,TRAIN,TRAIN,TRAIN,TRAIN
2011_000094,2011,94,94,TRAIN,TRAIN,TRAIN,TRAIN
2011_000095,2011,95,95,TRAIN,TRAIN,TRAIN,TRAIN
2011_000096,2011,96,96,TRAIN,TRAIN,TRAIN,TRAIN
2011_000097,2011,97,97,TRAIN,TRAIN,TRAIN,TRAIN
2011_000098,2011,98,98,TRAIN,TRAIN,TRAIN,TRAIN
2011_000099,2011,99,99,TRAIN,TRAIN,TRAIN,TRAIN
2011_000100,2011,100,100,TRAIN,TRAIN,TRAIN,TRAIN
2011_000101,2011,101,101,TRAIN,TRAIN,TRAIN,TRAIN
2011_000102,2011,102,102,TRAIN,TRAIN,TRAIN,TRAIN
2011_000103,2011,103,103,TRAIN,TRAIN,TRAIN,TRAIN
2011_000104,2011,104,104,TRAIN,TRAIN,TRAIN,TRAIN
2011_000105,2011,105,105,TRAIN,TRAIN,TRAIN,TRAIN
2011_000106,2011,106,106,TRAIN,TRAIN,TRAIN,TRAIN
2011_000107,2011,107,107,TRAIN,TRAIN,TRAIN,TRAIN
2011_000108,2011,108,108,TRAIN,TRAIN,TRAIN,TRAIN
2011_000109,2011,109,109,TRAIN,TRAIN,TRAIN,TRAIN
2011_000110,2011,110,110,TRAIN,TRAIN,TRAIN,TRAIN
2011_000111,2011,111,111,TRAIN,TRAIN,TRAIN,TRAIN
2011_000112,2011,112,112,TRAIN,TRAIN,TRAIN,TRAIN
2011_000113,2011,113,113,TRAIN,TRAIN,TRAIN,TRAIN
2011_000114,2011,114,114,TRAIN,TRAIN,TRAIN,TRAIN
2011_000115,2011,115,115,TRAIN,TRAIN,TRAIN,TRAIN
2011_000116,2011,116,116,TRAIN,TRAIN,TRAIN,TRAIN
2011_000117,2011,117,117,TRAIN,TRAIN,TRAIN,TRAIN
2011_000118,2011,118,118,TRAIN,TRAIN,TRAIN,TRAIN
2011_000119,2011,119,119,TRAIN,TRAIN,TRAIN,TRAIN
2011_000120,2011,120,120,TRAIN,TRAIN,TRAIN,TRAIN
2011_000121,2011,121,121,TRAIN,TRAIN,TRAIN,TRAIN
2011_000122,2011,122,122,TRAIN,TRAIN,TRAIN,TRAIN
2011_000123,2011,123,123,TRAIN,TRAIN,TRAIN,TRAIN
2011_000124,2011,124,124,TRAIN,TRAIN,TRAIN,TRAIN
2011_000125,2011,125,125,TRAIN,TRAIN,TRAIN,TRAIN
2011_000126,2011,126,126,TRAIN,TRAIN,TRAIN,TRAIN
2011_000127,2011,127,127,TRAIN,TRAIN,TRAIN,TRAIN
2011_000128,2011,128,128,TRAIN,TRAIN,TRAIN,TRAIN
2011_000129,2011,129,129,TRAIN,TRAIN,TRAIN,TRAIN
2011_000130,2011,130,130,TRAIN,TRAIN,TRAIN,TRAIN
2011_000131,2011,131,131,TRAIN,TRAIN,TRAIN,TRAIN
2011_000132,2011,132,132,TRAIN,TRAIN,TRAIN,TRAIN
2011_000133,2011,133,133,TRAIN,TRAIN,TRAIN,TRAIN
2011_000134,2011,134,134,TRAIN,TRAIN,TRAIN,TRAIN
2011_000135,2011,135,135,TRAIN,TRAIN,TRAIN,TRAIN
2011_000136,2011,136,136,TRAIN,TRAIN,TRAIN,TRAIN
2011_000137,2011,137,137,TRAIN,TRAIN,TRAIN,TRAIN
2011_000138,2011,138,138,TRAIN,TRAIN,TRAIN,TRAIN
2011_000139,2011,139,139,TRAIN,TRAIN,TRAIN,TRAIN
2011_000140,2011,140,140,TRAIN,TRAIN,TRAIN,TRAIN
2011_000141,2011,141,141,TRAIN,TRAIN,TRAIN,TRAIN
2011_000142,2011,142,142,TRAIN,TRAIN,TRAIN,TRAIN
2011_000143,2011,143,143,TRAIN,TRAIN,TRAIN,TRAIN
2011_000144,2011,144,144,TRAIN,TRAIN,TRAIN,TRAIN
2011_000145,2011,145,145,TRAIN,TRAIN,TRAIN,TRAIN
2011_000146,2011,146,146,TRAIN,TRAIN,TRAIN,TRAIN
2011_000147,2011,147,147,TRAIN,TRAIN,TRAIN,TRAIN
2011_000148,2011,148,148,TRAIN,TRAIN,TRAIN,TRAIN
2011_000149,2011,149,149,TRAIN,TRAIN,TRAIN,TRAIN
2011_000150,2011,150,150,TRAIN,TRAIN,TRAIN,TRAIN
2011_000151,2011,151,151,TRAIN,TRAIN,TRAIN,TRAIN
2011_000152,2011,152,152,TRAIN,TRAIN,TRAIN,TRAIN
2011_000153,2011,153,153,TRAIN,TRAIN,TRAIN,TRAIN
2011_000154,2011,154,154,TRAIN,TRAIN,TRAIN,TRAIN
2011_000155,2011,155,155,TRAIN,TRAIN,TRAIN,TRAIN
2011_000156,2011,156,156,TRAIN,TRAIN,TRAIN,TRAIN
2011_000157,2011,157,157,TRAIN,TRAIN,TRAIN,TRAIN
2011_000158,2011,158,158,TRAIN,TRAIN,TRAIN,TRAIN
2011_000159,2011,159,159,TRAIN,TRAIN,TRAIN,TRAIN
2011_000160,2011,160,160,TRAIN,TRAIN,TRAIN,TRAIN
2011_000161,2011,161,161,TRAIN,TRAIN,TRAIN,TRAIN
2011_000162,2011,162,162,TRAIN,TRAIN,TRAIN,TRAIN
2011_000163,2011,163,163,TRAIN,TRAIN,TRAIN,TRAIN
2011_000164,2011,164,164,TRAIN,TRAIN,TRAIN,TRAIN
2011_000165,2011,165,165,TRAIN,TRAIN,TRAIN,TRAIN
2011_000166,2011,166,166,TRAIN,TRAIN,TRAIN,TRAIN
2011_000167,2011,167,167,TRAIN,TRAIN,TRAIN,TRAIN
2011_000168,2011,168,168,TRAIN,TRAIN,TRAIN,TRAIN
2011_000169,2011,169,169,TRAIN,TRAIN,TRAIN,TRAIN
2011_000170,2011,170,170,TRAIN,TRAIN,TRAIN,TRAIN
2011_000171,2011,171,171,TRAIN,TRAIN,TRAIN,TRAIN
2011_000172,2011,172,172,TRAIN,TRAIN,TRAIN,TRAIN
2011_000173,2011,173,173,TRAIN,TRAIN,TRAIN,TRAIN
2011_000174,2011,174,174,TRAIN,TRAIN,TRAIN,TRAIN
2011_000175,2011,175,175,TRAIN,TRAIN,TRAIN,TRAIN
2011_000176,2011,176,176,TRAIN,TRAIN,TRAIN,TRAIN
2011_000177,2011,177,177,TRAIN,TRAIN,TRAIN,TRAIN
2011_000178,2011,178,178,TRAIN,TRAIN,TRAIN,TRAIN
2011_000179,2011,179,179,TRAIN,TRAIN,TRAIN,TRAIN
2011_000180,2011,180,180,TRAIN,TRAIN,TRAIN,TRAIN
2011_000181,2011,181,181,TRAIN,TRAIN,TRAIN,TRAIN
2011_000182,2011,182,182,TRAIN,TRAIN,TRAIN,TRAIN
2011_000183,2011,183,183,TRAIN,TRAIN,TRAIN,TRAIN
2011_000184,2011,184,184,TRAIN,TRAIN,TRAIN,TRAIN
2011_000185,2011,185,185,TRAIN,TRAIN,TRAIN,TRAIN
2011_000186,2011,186,186,TRAIN,TRAIN,TRAIN,TRAIN
2011_000187,2011,187,187,TRAIN,TRAIN,TRAIN,TRAIN
2011_000188,2011,188,188,TRAIN,TRAIN,TRAIN,TRAIN
2011_000189,2011,189,189,TRAIN,TRAIN,TRAIN,TRAIN
2011_000190,2011,190,190,TRAIN,TRAIN,TRAIN,TRAIN
2011_000191,2011,191,191,TRAIN,TRAIN,TRAIN,TRAIN
2011_000192,2011,192,192,TRAIN,TRAIN,TRAIN,TRAIN
2011_000193,2011,193,193,TRAIN,TRAIN,TRAIN,TRAIN
2011_000194,2011,194,194,TRAIN,TRAIN,TRAIN,TRAIN
2011_000195,2011,195,195,TRAIN,TRAIN,TRAIN,TRAIN
2011_000196,2011,196,196,TRAIN,TRAIN,TRAIN,TRAIN
2011_000197,2011,197,197,TRAIN,TRAIN,TRAIN,TRAIN
2011_000198,2011,198,198,TRAIN,TRAIN,TRAIN,TRAIN
2011_000199,2011,199,199,TRAIN,TRAIN,TRAIN,TRAIN
2011_000200,2011,200,200,TRAIN,TRAIN,TRAIN,TRAIN
2011_000201,2011,201,201,TRAIN,TRAIN,TRAIN,TRAIN
2011_000202,2011,202,202,TRAIN,TRAIN,TRAIN,TRAIN
2011_000203,2011,203,203,TRAIN,TRAIN,TRAIN,TRAIN
2011_000204,2011,204,204,TRAIN,TRAIN,TRAIN,TRAIN
2011_000205,2011,205,205,TRAIN,TRAIN,TRAIN,TRAIN
2011_000206,2011,206,206,TRAIN,TRAIN,TRAIN,TRAIN
2011_000207,2011,207,207,TRAIN,TRAIN,TRAIN,TRAIN
2011_000208,2011,208,208,TRAIN,TRAIN,TRAIN,TRAIN
2011_000209,2011,209,209,TRAIN,TRAIN,TRAIN,TRAIN
2011_000210,2011,210,210,TRAIN,TRAIN,TRAIN,TRAIN
2011_000211,2011,211,211,TRAIN,TRAIN,TRAIN,TRAIN
2011_000212,2011,212,212,TRAIN,TRAIN,TRAIN,TRAIN
2011_000213,2011,213,213,TRAIN,TRAIN,TRAIN,TRAIN
2011_000214,2011,214,214,TRAIN,TRAIN,TRAIN,TRAIN
2011_000215,2011,215,215,TRAIN,TRAIN,TRAIN,TRAIN
2011_000216,2011,216,216,TRAIN,TRAIN,TRAIN,TRAIN
2011_000217,2011,217,217,TRAIN,TRAIN,TRAIN,TRAIN
2011_000218,2011,218,218,TRAIN,TRAIN,TRAIN,TRAIN
2011_000219,2011,219,219,TRAIN,TRAIN,TRAIN,TRAIN
2011_000220,2011,220,220,TRAIN,TRAIN,TRAIN,TRAIN
2011_000221,2011,221,221,TRAIN,TRAIN,TRAIN,TRAIN
2011_000222,2011,222,222,TRAIN,TRAIN,TRAIN,TRAIN
2011_000223,2011,223,223,TRAIN,TRAIN,TRAIN,TRAIN
2011_000224,2011,224,224,TRAIN,TRAIN,TRAIN,TRAIN
2011_000225,2011,225,225,TRAIN,TRAIN,TRAIN,TRAIN
2011_000226,2011,226,226,TRAIN,TRAIN,TRAIN,TRAIN
2011_000227,2011,227,227,TRAIN,TRAIN,TRAIN,TRAIN
2011_000228,2011,228,228,TRAIN,TRAIN,TRAIN,TRAIN
2011_000229,2011,229,229,TRAIN,TRAIN,TRAIN,TRAIN
2011_000230,2011,230,230,TRAIN,TRAIN,TRAIN,TRAIN
2011_000231,2011,231,231,TRAIN,TRAIN,TRAIN,TRAIN
2011_000232,2011,232,232,TRAIN,TRAIN,TRAIN,TRAIN
2011_000233,2011,233,233,TRAIN,TRAIN,TRAIN,TRAIN
2011_000234,2011,234,234,TRAIN,TRAIN,TRAIN,TRAIN
2011_000235,2011,235,235,TRAIN,TRAIN,TRAIN,TRAIN
2011_000236,2011,236,236,TRAIN,TRAIN,TRAIN,TRAIN
2011_000237,2011,237,237,TRAIN,TRAIN,TRAIN,TRAIN
2011_000238,2011,238,238,TRAIN,TRAIN,TRAIN,TRAIN
2011_000239,2011,239,239,TRAIN,TRAIN,TRAIN,TRAIN
2011_000240,2011,240,240,TRAIN,TRAIN,TRAIN,TRAIN
2011_000241,2011,241,241,TRAIN,TRAIN,TRAIN,TRAIN
2011_000242,2011,242,242,TRAIN,TRAIN,TRAIN,TRAIN
2011_000243,2011,243,243,TRAIN,TRAIN,TRAIN,TRAIN
2011_000244,2011,244,244,TRAIN,TRAIN,TRAIN,TRAIN
2011_000245,2011,245,245,TRAIN,TRAIN,TRAIN,TRAIN
2011_000246,2011,246,246,TRAIN,TRAIN,TRAIN,TRAIN
2011_000247,2011,247,247,TRAIN,TRAIN,TRAIN,TRAIN
2011_000248,2011,248,248,TRAIN,TRAIN,TRAIN,TRAIN
2011_000249,2011,249,249,TRAIN,TRAIN,TRAIN,TRAIN
2011_000250,2011,250,250,TRAIN,TRAIN,TRAIN,TRAIN
2011_000251,2011,251,251,TRAIN,TRAIN,TRAIN,TRAIN
2011_000252,2011,252,252,TRAIN,TRAIN,TRAIN,TRAIN
2011_000253,2011,253,253,TRAIN,TRAIN,TRAIN,TRAIN
2011_000254,2011,254,254,TRAIN,TRAIN,TRAIN,TRAIN
2011_000255,2011,255,255,TRAIN,TRAIN,TRAIN,TRAIN
2011_000256,2011,256,256,TRAIN,TRAIN,TRAIN,TRAIN
2011_000257,2011,257,257,TRAIN,TRAIN,TRAIN,TRAIN
2011_000258,2011,258,258,TRAIN,TRAIN,TRAIN,TRAIN
2011_000259,2011,259,259,TRAIN,TRAIN,TRAIN,TRAIN
2011_000260,2011,260,260,TRAIN,TRAIN,TRAIN,TRAIN
2011_000261,2011,261,261,TRAIN,TRAIN,TRAIN,TRAIN
2011_000262,2011,262,262,TRAIN,TRAIN,TRAIN,TRAIN
2011_000263,2011,263,263,TRAIN,TRAIN,TRAIN,TRAIN
2011_000264,2011,264,264,TRAIN,TRAIN,TRAIN,TRAIN
2011_000265,2011,265,265,TRAIN,TRAIN,TRAIN,TRAIN
2011_000266,2011,266,266,TRAIN,TRAIN,TRAIN,TRAIN
2011_000267,2011,267,267,TRAIN,TRAIN,TRAIN,TRAIN
2011_000268,2011,268,268,TRAIN,TRAIN,TRAIN,TRAIN
2011_000269,2011,269,269,TRAIN,TRAIN,TRAIN,TRAIN
2011_000270,2011,270,270,TRAIN,TRAIN,TRAIN,TRAIN
2011_000271,2011,271,271,TRAIN,TRAIN,TRAIN,TRAIN
2011_000272,2011,272,272,TRAIN,TRAIN,TRAIN,TRAIN
2011_000273,2011,273,273,TRAIN,TRAIN,TRAIN,TRAIN
2011_000274,2011,274,274,TRAIN,TRAIN,TRAIN,TRAIN
2011_000275,2011,275,275,TRAIN,TRAIN,TRAIN,TRAIN
2011_000276,2011,276,276,TRAIN,TRAIN,TRAIN,TRAIN
2011_000277,2011,277,277,TRAIN,TRAIN,TRAIN,TRAIN
2011_000278,2011,278,278,TRAIN,TRAIN,TRAIN,TRAIN
2011_000279,2011,279,279,TRAIN,TRAIN,TRAIN,TRAIN
2011_000280,2011,280,280,TRAIN,TRAIN,TRAIN,TRAIN
2011_000281,2011,281,281,TRAIN,TRAIN,TRAIN,TRAIN
2011_000282,2011,282,282,TRAIN,TRAIN,TRAIN,TRAIN
2011_000283,2011,283,283,TRAIN,TRAIN,TRAIN,TRAIN
2011_000284,2011,284,284,TRAIN,TRAIN,TRAIN,TRAIN
2011_000285,2011,285,285,TRAIN,TRAIN,TRAIN,TRAIN
2011_000286,2011,286,286,TRAIN,TRAIN,TRAIN,TRAIN
2011_000287,2011,287,287,TRAIN,TRAIN,TRAIN,TRAIN
2011_000288,2011,288,288,TRAIN,TRAIN,TRAIN,TRAIN
2011_000289,2011,289,289,TRAIN,TRAIN,TRAIN,TRAIN
2011_000290,2011,290,290,TRAIN,TRAIN,TRAIN,TRAIN
2011_000291,2011,291,291,TRAIN,TRAIN,TRAIN,TRAIN
2011_000292,2011,292,292,TRAIN,TRAIN,TRAIN,TRAIN
2011_000293,2011,293,293,TRAIN,TRAIN,TRAIN,TRAIN
2011_000294,2011,294,294,TRAIN,TRAIN,TRAIN,TRAIN
2011_000295,2011,295,295,TRAIN,TRAIN,TRAIN,TRAIN
2011_000296,2011,296,296,TRAIN,TRAIN,TRAIN,TRAIN
2011_000297,2011,297,297,TRAIN,TRAIN,TRAIN,TRAIN
2011_000298,2011,298,298,TRAIN,TRAIN,TRAIN,TRAIN
2011_000299,2011,299,299,TRAIN,TRAIN,TRAIN,TRAIN
2011_000300,2011,300,300,TRAIN,TRAIN,TRAIN,TRAIN
2011_000301,2011,301,301,TRAIN,TRAIN,TRAIN,TRAIN
2011_000302,2011,302,302,TRAIN,TRAIN,TRAIN,TRAIN
2011_000303,2011,303,303,TRAIN,TRAIN,TRAIN,TRAIN
2011_000304,2011,304,304,TRAIN,TRAIN,TRAIN,TRAIN
2011_000305,2011,305,305,TRAIN,TRAIN,TRAIN,TRAIN
2011_000306,2011,306,306,TRAIN,TRAIN,TRAIN,TRAIN
2011_000307,2011,307,307,TRAIN,TRAIN,TRAIN,TRAIN
2011_000308,2011,308,308,TRAIN,TRAIN,TRAIN,TRAIN
2011_000309,2011,309,309,TRAIN,TRAIN,TRAIN,TRAIN
2011_000310,2011,310,310,TRAIN,TRAIN,TRAIN,TRAIN
2011_000311,2011,311,311,TRAIN,TRAIN,TRAIN,TRAIN
2011_000312,2011,312,312,TRAIN,TRAIN,TRAIN,TRAIN
2011_000313,2011,313,313,TRAIN,TRAIN,TRAIN,TRAIN
2011_000314,2011,314,314,TRAIN,TRAIN,TRAIN,TRAIN
2011_000315,2011,315,315,TRAIN,TRAIN,TRAIN,TRAIN
2011_000316,2011,316,316,TRAIN,TRAIN,TRAIN,TRAIN
2011_000317,2011,317,317,TRAIN,TRAIN,TRAIN,TRAIN
2011_000318,2011,318,318,TRAIN,TRAIN,TRAIN,TRAIN
2011_000319,2011,319,319,TRAIN,TRAIN,TRAIN,TRAIN
2011_000320,2011,320,320,TRAIN,TRAIN,TRAIN,TRAIN
2011_000321,2011,321,321,TRAIN,TRAIN,TRAIN,TRAIN
2011_000322,2011,322,322,TRAIN,TRAIN,TRAIN,TRAIN
2011_000323,2011,323,323,TRAIN,TRAIN,TRAIN,TRAIN
2011_000324,2011,324,324,TRAIN,TRAIN,TRAIN,TRAIN
2011_000325,2011,325,325,TRAIN,TRAIN,TRAIN,TRAIN
2011_000326,2011,326,326,TRAIN,TRAIN,TRAIN,TRAIN
2011_000327,2011,327,327,TRAIN,TRAIN,TRAIN,TRAIN
2011_000328,2011,328,328,TRAIN,TRAIN,TRAIN,TRAIN
2011_000329,2011,329,329,TRAIN,TRAIN,TRAIN,TRAIN
2011_000330,2011,330,330,TRAIN,TRAIN,TRAIN,TRAIN
2011_000331,2011,331,331,TRAIN,TRAIN,TRAIN,TRAIN
2011_000332,2011,332,332,TRAIN,TRAIN,TRAIN,TRAIN
2011_000333,2011,333,333,TRAIN,TRAIN,TRAIN,TRAIN
2011_000334,2011,334,334,TRAIN,TRAIN,TRAIN,TRAIN
2011_000335,2011,335,335,TRAIN,TRAIN,TRAIN,TRAIN
2011_000336,2011,336,336,TRAIN,TRAIN,TRAIN,TRAIN
2011_000337,2011,337,337,TRAIN,TRAIN,TRAIN,TRAIN
2011_000338,2011,338,338,TRAIN,TRAIN,TRAIN,TRAIN
2011_000339,2011,339,339,TRAIN,TRAIN,TRAIN,TRAIN
2011_000340,2011,340,340,TRAIN,TRAIN,TRAIN,TRAIN
2011_000341,2011,341,341,TRAIN,TRAIN,TRAIN,TRAIN
2011_000342,2011,342,342,TRAIN,TRAIN,TRAIN,TRAIN
2011_000343,2011,343,343,TRAIN,TRAIN,TRAIN,TRAIN
2011_000344,2011,344,344,TRAIN,TRAIN,TRAIN,TRAIN
2011_000345,2011,345,345,TRAIN,TRAIN,TRAIN,TRAIN
2011_000346,2011,346,346,TRAIN,TRAIN,TRAIN,TRAIN
2011_000347,2011,347,347,TRAIN,TRAIN,TRAIN,TRAIN
2011_000348,2011,348,348,TRAIN,TRAIN,TRAIN,TRAIN
2011_000349,2011,349,349,TRAIN,TRAIN,TRAIN,TRAIN
2011_000350,2011,350,350,TRAIN,TRAIN,TRAIN,TRAIN
2011_000351,2011,351,351,TRAIN,TRAIN,TRAIN,TRAIN
2011_000352,2011,352,352,TRAIN,TRAIN,TRAIN,TRAIN
2011_000353,2011,353,353,TRAIN,TRAIN,TRAIN,TRAIN
2011_000354,2011,354,354,TRAIN,TRAIN,TRAIN,TRAIN
2011_000355,2011,355,355,TRAIN,TRAIN,TRAIN,TRAIN
2011_000356,2011,356,356,TRAIN,TRAIN,TRAIN,TRAIN
2011_000357,2011,357,357,TRAIN,TRAIN,TRAIN,TRAIN
2011_000358,2011,358,358,TRAIN,TRAIN,TRAIN,TRAIN
2011_000359,2011,359,359,TRAIN,TRAIN,TRAIN,TRAIN
2011_000360,2011,360,360,TRAIN,TRAIN,TRAIN,TRAIN
2011_000361,2011,361,361,TRAIN,TRAIN,TRAIN,TRAIN
2011_000362,2011,362,362,TRAIN,TRAIN,TRAIN,TRAIN
2011_000363,2011,363,363,TRAIN,TRAIN,TRAIN,TRAIN
2011_000364,2011,364,364,TRAIN,TRAIN,TRAIN,TRAIN
2011_000365,2011,365,365,TRAIN,TRAIN,TRAIN,TRAIN
2011_000366,2011,366,366,TRAIN,TRAIN,TRAIN,TRAIN
2011_000367,2011,367,367,TRAIN,TRAIN,TRAIN,TRAIN
2011_000368,2011,368,368,TRAIN,TRAIN,TRAIN,TRAIN
2011_000369,2011,369,369,TRAIN,TRAIN,TRAIN,TRAIN
2011_000370,2011,370,370,TRAIN,TRAIN,TRAIN,TRAIN
2011_000371,2011,371,371,TRAIN,TRAIN,TRAIN,TRAIN
2011_000372,2011,372,372,TRAIN,TRAIN,TRAIN,TRAIN
2011_000373,2011,373,373,TRAIN,TRAIN,TRAIN,TRAIN
2011_000374,2011,374,374,TRAIN,TRAIN,TRAIN,TRAIN
2011_000375,2011,375,375,TRAIN,TRAIN,TRAIN,TRAIN
