relative_path,size_bytes,sha256
model/tt_final_model_seed_126.pt,68373,cf00d198b053777e48ffa80a9a671dba9e12a04a08ca2d894f3ce123f8558110
reports/TECHNICAL_REPORT_CO_TT_R1F_STD.md,3094,8b5f909ac7d9b783412f1460b4bf3bbb4551471255930dc05a39e5afcac89a52
tables/DENSE_VS_TT_COMPARISON_CO_TT_R1F_STD.csv,405,e1d5cc41dcb656bda5c9002ab066e6f853095c7ee2c2f8c8664bfb659bd4ae2b
tables/DEV_PREDICTIONS_CO_TT_R1F_STD.csv,2110817,55548db8c4b9c1842bd5214ef50821d3be4282cc26d3748a1d77b8759668cfc0
tables/FINAL_METRICS_CO_TT_R1F_STD.csv,598,7a9b20cbc2004f589ac67b3248f296969e4e104b669df489c5e48d8a064aea59
tables/FINAL_TRAINING_SUMMARY_CO_TT_R1F_STD.csv,503,2a8c66865df6989c7d7e5648ba75ff75b85704659141ac77a9e5c96ef8f87315
tables/NON_INFERIORITY_AUDIT_CO_TT_R1F_STD.csv,262,624920fb0819dc13731156608bebc7e5b46edb7d55c7cdfed2747a6e827fc63a
tables/PAIRED_TEST_PREDICTIONS_CO_TT_R1F_STD.csv,710745,35a77cecdffb6e64443fed7fea565cc21708a185b19aad71268814472f4f0721
tables/PHYSICAL_PDP_CDP_CO_TT_R1F_STD.csv,3387,c08d32f014b6b4c6a14ab2ed9da648165a7e8f6522723cdc706e6a7cf0cd8e53
tables/PHYSICS_AUDIT_CO_TT_R1F_STD.csv,762,e4047782d98bc82bfb03111316916a8c35c2de069654a62f6fe4ca5b9a2a9822
tables/RESOURCE_PROFILE_CO_TT_R1F_STD.csv,435,7093cf82cd90b001acb39891a684e85218662d3381f010c40fb755502838acd8
tables/TEST_PREDICTIONS_CO_TT_R1F_STD.csv,583897,40497616e6a3fdb842079d3b7f25846b8381ed039df1f5c6be09c3b28a108a6a
tables/TRAINING_HISTORY_CO_TT_R1F_STD.csv,8111,65a7c0be1f714a304315936490a755fe1e822ba36ff4d42ec2c78cddab1a3f4d
tables/TT_RANK_STORAGE_BUDGET_CO_TT_R1F_STD.csv,4793,57815f2c5fc5eef3944a25688bc0a08efd75e1b11a0e363545cfd2e19c08940a
